into	O
three	O
generations	O
.	O
Under	O
normal	O
circumstances	O
,	O
however	O
,	O
accuracy	B-DeepLearning
is	O
determined	O
by	O
the	O
error	B-DeepLearning
rate	I-DeepLearning
of	O
the	O
inferred	O
rule	O
ie	O
,	O
the	O
percentage	O
of	O
actions	O
incorrectly	B-DeepLearning
classified	I-DeepLearning
as	O
either	O
legitimate	O
or	O
illegitimate	O
calculated	O
over	O
the	O
entire	O
uniformly-sampled	B-DeepLearning
set	I-DeepLearning
of	O
action	O
possibilities	O
within	O
the	O
a	O
priori	O
motor	O
space	O
.	O
As	O
a	O
result	O
,	O
the	O
data	B-DeepLearning
set	I-DeepLearning
is	O
optimally	O
classified	B-DeepLearning
into	I-DeepLearning
two	I-DeepLearning
classes	I-DeepLearning
,	O
targets	O
and	O
non	O
targets	O
following	O
a	O
validation	O
process	O
,	O
and	O
an	O
average	O
accuracy	B-DeepLearning
metric	I-DeepLearning
is	O
then	O
calculated	O
.	O
This	O
set	B-DeepLearning
was	I-DeepLearning
divided	I-DeepLearning
into	O
2	O
groups:	O
training	B-DeepLearning
320	O
thermographies	O
in	O
each	O
class	O
and	O
testing	B-DeepLearning
80	O
thermographies	O
in	O
reach	O
class	O
.	O
Therefore	O
,	O
a	O
total	O
of	O
2.411	O
images	B-DeepLearning
of	O
healthy	B-DeepLearning
patients	B-DeepLearning
and	O
534	O
images	B-DeepLearning
of	O
diseased	B-DeepLearning
patients	B-DeepLearning
were	O
used	O
.	O
A	O
balanced	B-DeepLearning
randomized	I-DeepLearning
selection	I-DeepLearning
was	O
performed	O
on	O
500	O
healthy	B-DeepLearning
patients	B-DeepLearning
and	O
500	O
sick	B-DeepLearning
patients	B-DeepLearning
.	O
80%	O
400	B-DeepLearning
Healthy	I-DeepLearning
and	I-DeepLearning
400	I-DeepLearning
Sick	I-DeepLearning
were	B-DeepLearning
allocated	I-DeepLearning
to	I-DeepLearning
training	I-DeepLearning
and	I-DeepLearning
testing	I-DeepLearning
,	O
that	O
is	O
,	O
the	O
processes	O
of	O
extracting	O
the	O
attributes	O
and	O
optimizing	O
the	O
weights	B-DeepLearning
of	O
the	O
filters	B-DeepLearning
.	O
20%	O
100	O
thermographies	B-DeepLearning
in	O
each	O
class	O
were	B-DeepLearning
reserved	I-DeepLearning
for	I-DeepLearning
blind	I-DeepLearning
validation	I-DeepLearning
and	O
establishing	O
the	O
final	O
predictive	O
accuracy	B-DeepLearning
of	O
these	O
architectures	O
using	B-DeepLearning
a	I-DeepLearning
database	I-DeepLearning
of	O
images	B-DeepLearning
that	O
was	O
not	O
used	O
for	O
learning	O
training	B-DeepLearning
and	I-DeepLearning
testing	I-DeepLearning
.	O
Data	B-DeepLearning
for	I-DeepLearning
the	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
comes	O
from	O
a	O
simulation	O
experiment	B-DeepLearning
.	O
Before	O
giving	O
more	O
in	O
depth	O
description	O
of	O
these	O
data	O
,	O
it	O
is	O
good	O
to	O
acknowledge	O
that	O
the	O
input	B-DeepLearning
of	I-DeepLearning
a	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
consists	O
of	O
several	O
cell	O
positions	O
and	O
output	O
is	O
the	O
velocity	O
of	O
that	O
cell	O
at	O
a	O
particular	O
time	O
.	O
Data	B-DeepLearning
for	I-DeepLearning
this	I-DeepLearning
study	I-DeepLearning
were	O
recorded	B-DeepLearning
every	I-DeepLearning
0.001	I-DeepLearning
s	I-DeepLearning
once	O
in	O
1000	O
simulation	B-DeepLearning
steps	I-DeepLearning
,	O
which	O
results	O
in	O
almost	O
9	O
200	O
records	B-DeepLearning
for	O
each	O
cell	O
.	O
Training	B-DeepLearning
and	I-DeepLearning
testing	I-DeepLearning
sets	I-DeepLearning
used	I-DeepLearning
for	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
are	I-DeepLearning
extracted	I-DeepLearning
from	I-DeepLearning
simulations	I-DeepLearning
which	O
differ	O
only	O
in	O
initial	B-DeepLearning
seeding	I-DeepLearning
of	O
the	O
cells	O
.	O
As	O
was	O
already	O
mentioned	O
,	O
the	O
input	B-DeepLearning
for	I-DeepLearning
the	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
are	O
the	O
positions	O
of	O
the	O
cell	O
center	O
and	O
the	O
output	O
is	O
the	O
velocity	O
of	O
this	O
cell	O
at	O
given	O
position	O
.	O
The	O
learning	B-DeepLearning
set	I-DeepLearning
for	I-DeepLearning
our	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
consist	O
of	O
the	O
simulation	O
output	O
which	O
also	O
includes	O
redundant	B-DeepLearning
data	I-DeepLearning
.	O
We	O
processed	B-DeepLearning
the	I-DeepLearning
data	I-DeepLearning
in	O
the	O
following	O
steps	O
.	O
We	O
loaded	B-DeepLearning
the	I-DeepLearning
data	I-DeepLearning
from	O
the	O
experiments	O
and	O
checked	O
their	O
correctness	O
.	O
Next	O
step	O
was	O
the	O
normalization	B-DeepLearning
of	I-DeepLearning
the	I-DeepLearning
data	I-DeepLearning
.	O
Normalization	B-DeepLearning
of	I-DeepLearning
data	I-DeepLearning
is	O
common	O
in	O
neural	O
networks.	O
.	O
We	O
made	O
the	O
desired	O
pairs	O
of	O
the	O
inputs	O
and	O
the	O
outputs	O
from	O
the	O
normalized	B-DeepLearning
data	I-DeepLearning
.	O
We	O
work	O
with	O
two	O
types	O
of	O
the	O
input	O
tensor	B-DeepLearning
in	I-DeepLearning
the	I-DeepLearning
form	I-DeepLearning
of	I-DeepLearning
a	I-DeepLearning
3−dimensional	I-DeepLearning
array	I-DeepLearning
.	O
The	O
horizontal	O
layers	O
of	O
the	O
tensor	B-DeepLearning
represent	O
different	O
cells	O
,	O
where	O
the	O
cell	O
we	O
are	O
focused	O
on	O
is	O
on	O
the	O
top	O
of	O
the	O
tensor	B-DeepLearning
.	O
For	O
our	O
tensorѓ	B-DeepLearning
we	I-DeepLearning
used	I-DeepLearning
zero	I-DeepLearning
padding	I-DeepLearning
of	I-DeepLearning
width	I-DeepLearning
p	I-DeepLearning
.	O
Thus	O
the	O
dimension	B-DeepLearning
of	I-DeepLearning
this	I-DeepLearning
tensor	I-DeepLearning
is:	O
.	O
This	O
input	O
type	O
for	O
the	O
neural	B-DeepLearning
network	I-DeepLearning
set	O
by	O
parameter	B-DeepLearning
called	O
spatial	B-DeepLearning
tensor	I-DeepLearning
is	O
inspired	O
by	O
the	O
image	B-DeepLearning
processing	O
.	O
We	O
obtain	O
a	O
small	O
tensor	B-DeepLearning
A	O
by	O
determining	O
if	O
the	O
cell	O
is	O
present	O
or	O
not	O
,	O
in	O
each	O
of	O
the	O
disc	O
x	O
×	O
disc	O
y	O
×	O
disc	O
z	O
channel	O
areas	O
.	O
Since	O
this	O
input	B-DeepLearning
is	I-DeepLearning
orthogonal	I-DeepLearning
the	O
neuron	B-DeepLearning
networks	I-DeepLearning
gives	O
us	O
more	O
accurate	O
output	O
values	O
.	O
Each	O
tensor	B-DeepLearning
records	O
the	O
position	O
of	O
the	O
centre	O
of	O
one	O
cell	O
.	O
Then	O
the	O
input	B-DeepLearning
tensor	I-DeepLearning
consists	O
of	O
small	O
tensors	B-DeepLearning
An...A1	O
,	O
Bn...B1	O
in	O
this	O
order	O
.	O
The	O
small	O
tensor	B-DeepLearning
An	O
is	O
at	O
the	O
top	O
horizontal	O
layer	O
of	O
the	O
input	O
tensor	B-DeepLearning
and	O
B1	O
is	O
at	O
the	O
bottom	O
layer	O
of	O
the	O
input	O
tensor	B-DeepLearning
.	O
Therefore	O
the	O
dimension	B-DeepLearning
of	I-DeepLearning
the	I-DeepLearning
input	I-DeepLearning
tensor	I-DeepLearning
is:	O
.	O
We	O
also	O
used	O
the	O
gaussian	B-DeepLearning
kernel	I-DeepLearning
.	O
Hence	O
,	O
the	O
dimension	B-DeepLearning
of	I-DeepLearning
the	I-DeepLearning
input	I-DeepLearning
tensor	I-DeepLearning
for	I-DeepLearning
the	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
was	I-DeepLearning
16	I-DeepLearning
×	I-DeepLearning
16	I-DeepLearning
×	I-DeepLearning
24	I-DeepLearning
.	O
Data	B-DeepLearning
for	I-DeepLearning
the	I-DeepLearning
input	I-DeepLearning
tensors	I-DeepLearning
are	O
selected	O
as	O
follows	O
.	O
Besides	O
using	O
convolution	B-DeepLearning
or	O
fully	B-DeepLearning
connected	I-DeepLearning
layers	I-DeepLearning
,	O
we	O
also	O
used	O
a	O
relatively	O
new	O
type	O
of	O
layers	O
,	O
the	O
dense	B-DeepLearning
convolution	I-DeepLearning
layers	I-DeepLearning
,	O
introduced	O
in	O
[	O
7	O
]	O
.	O
There	O
were	O
6	O
different	B-DeepLearning
architectures	I-DeepLearning
of	O
neural	O
networks	O
,	O
see	O
the	O
Table	O
2	O
.	O
First	O
four	O
experiments	B-DeepLearning
,	O
named	O
Experiment	B-DeepLearning
0	O
to	O
Experiment	B-DeepLearning
3	O
have	O
no	O
spatial	O
tensor	B-DeepLearning
input	O
with	O
the	O
same	O
parameters	B-DeepLearning
,	O
but	O
mutually	O
different	O
networks	B-DeepLearning
architectures	I-DeepLearning
.	O
The	O
network	B-DeepLearning
architectures	I-DeepLearning
for	O
experiment	B-DeepLearning
pairs	O
2	O
and	O
4	O
and	O
for	O
3	O
and	O
5	O
are	O
the	O
same	O
.	O
Comparing	O
the	O
difference	O
between	O
the	O
target	O
and	O
resulted	O
values	O
given	O
from	O
neural	B-DeepLearning
networks	I-DeepLearning
,	O
we	O
observed	O
that	O
networks	O
with	O
spatial	O
tensor	B-DeepLearning
parameter	B-DeepLearning
Experiments	B-DeepLearning
4	O
to	O
7	O
give	O
better	O
results	O
than	O
for	O
no	O
spatial	O
tensor	B-DeepLearning
parameter	B-DeepLearning
.	O
The	O
Experiment	B-DeepLearning
7	O
,	O
where	B-DeepLearning
the	I-DeepLearning
network	I-DeepLearning
has	I-DeepLearning
the	I-DeepLearning
most	I-DeepLearning
layers	I-DeepLearning
gave	I-DeepLearning
us	I-DeepLearning
the	I-DeepLearning
best	I-DeepLearning
result	I-DeepLearning
.	O
In	O
this	O
section	O
we	O
report	O
on	O
a	O
set	O
of	O
experiments	B-DeepLearning
performed	O
on	O
a	O
large	B-DeepLearning
data	I-DeepLearning
set	I-DeepLearning
of	O
nanopore	O
FASTQ	O
files	O
.	O
The	O
data	B-DeepLearning
set	I-DeepLearning
is	I-DeepLearning
comprised	I-DeepLearning
of	I-DeepLearning
336	I-DeepLearning
different	I-DeepLearning
files	I-DeepLearning
,	O
with	O
sizes	O
ranging	O
from	O
7.2	O
KB	O
to	O
3.5	O
GB	O
,	O
including	O
reads	O
that	O
are	O
up	O
to	O
hundreds	O
of	O
thousands	O
base-pair	O
long	O
.	O
The	O
total	O
size	B-DeepLearning
of	I-DeepLearning
the	I-DeepLearning
data	I-DeepLearning
set	I-DeepLearning
amounts	I-DeepLearning
to	I-DeepLearning
114.2	I-DeepLearning
GB	I-DeepLearning
and	O
the	O
dynamic	O
range	O
of	O
quality	O
scores	O
is	O
7	O
bits	O
.	O
Among	O
these	O
methods	O
,	O
the	O
credibility	B-DeepLearning
of	I-DeepLearning
the	I-DeepLearning
back	I-DeepLearning
propagation	I-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
is	I-DeepLearning
up	I-DeepLearning
to	I-DeepLearning
98%.	I-DeepLearning
.	O
To	O
address	O
the	O
two	O
issues	O
,	O
in	O
this	O
paper	O
we	O
propose	O
to	O
use	O
a	O
deep	B-DeepLearning
ResNet	I-DeepLearning
structure	I-DeepLearning
with	I-DeepLearning
Convolutional	I-DeepLearning
Block	I-DeepLearning
Attention	I-DeepLearning
Module	I-DeepLearning
CBAM	B-DeepLearning
,	O
in	O
order	O
to	O
extract	O
richer	O
and	O
finer	O
features	O
from	O
pathological	O
images.	B-DeepLearning
.	O
Existing	O
deep	B-DeepLearning
learning	I-DeepLearning
approaches	I-DeepLearning
for	I-DeepLearning
Breast	I-DeepLearning
Cancer	I-DeepLearning
BC	I-DeepLearning
histology	I-DeepLearning
images	I-DeepLearning
classification	I-DeepLearning
task	O
include	O
cell	O
nuclei	O
segmentation	O
[	O
1415	O
]	O
and	O
the	O
patch-wise	O
classification	O
[	O
1216	O
]	O
.	O
In	O
order	O
to	O
classify	O
the	O
BC	O
pathological	O
images	O
steadily	O
and	O
accurately	O
,	O
in	O
this	O
paper	O
,	O
we	O
adopt	O
an	O
improved	O
ResNet	B-DeepLearning
architecture	I-DeepLearning
to	O
extract	O
local	O
and	O
global	O
features	O
from	O
pathological	B-DeepLearning
images	I-DeepLearning
and	O
perform	O
end-to-end	B-DeepLearning
training.	I-DeepLearning
.	O
ResNet	B-DeepLearning
[	O
17	O
]	O
is	O
a	O
recently	O
popular	O
CNN	B-DeepLearning
architecture	I-DeepLearning
,	O
it	O
prevents	O
vanishing	O
gradient	O
by	O
using	O
the	O
residual	O
connection	O
,	O
which	O
allows	O
the	O
network	O
architecture	O
to	O
be	O
deeper	O
to	O
obtain	O
richer	O
and	O
more	O
abstract	O
features	O
.	O
To	O
this	O
end	O
,	O
we	O
use	O
Convolutional	B-DeepLearning
Block	I-DeepLearning
Attention	I-DeepLearning
Module	I-DeepLearning
CBAM	B-DeepLearning
[	O
18	O
]	O
to	O
enhance	O
the	O
performance	O
of	O
the	O
ResNet	B-DeepLearning
.	O
To	O
evaluate	O
the	O
effectiveness	O
of	O
our	O
method	O
,	O
we	O
conduct	O
a	O
series	O
of	O
experiments	O
on	O
the	O
publicly	O
available	O
BreakHis	B-DeepLearning
dataset	I-DeepLearning
.	O
The	O
BreakHis	B-DeepLearning
dataset	I-DeepLearning
,	O
a	O
benchmark	O
proposed	O
by	O
[	O
11	O
]	O
for	O
the	O
BC	O
histological	O
images	O
classification	O
,	O
consists	B-DeepLearning
of	I-DeepLearning
7909	I-DeepLearning
breast	I-DeepLearning
histopathological	I-DeepLearning
images	I-DeepLearning
from	O
82	B-DeepLearning
patients	I-DeepLearning
.	O
We	O
use	O
the	O
deeper	O
ResNet	B-DeepLearning
CNN	I-DeepLearning
architecture	I-DeepLearning
to	O
extract	O
richer	O
and	O
more	O
abstract	O
features	O
of	O
patients’	B-DeepLearning
BC	I-DeepLearning
tissue	I-DeepLearning
.	O
We	O
use	O
CABM	B-DeepLearning
to	O
refine	O
the	O
tissue	O
features	O
extracted	O
from	O
each	O
layer	O
of	O
ResNet	B-DeepLearning
,	O
which	O
can	O
improve	O
the	O
classification	O
performance	O
.	O
We	O
have	O
significantly	O
improved	O
the	O
accuracy	O
of	O
classification	O
on	O
the	O
publicly	O
available	O
BreakHis	B-DeepLearning
Dataset	I-DeepLearning
.	O
Fortunately	O
,	O
Breast	B-DeepLearning
cancer	I-DeepLearning
histopathology	I-DeepLearning
database	I-DeepLearning
provided	I-DeepLearning
7909	I-DeepLearning
2480	I-DeepLearning
benign	I-DeepLearning
and	I-DeepLearning
5429	I-DeepLearning
malignant	I-DeepLearning
samples	I-DeepLearning
microscopic	O
images	O
of	O
breast	O
tumor	O
which	O
collected	O
from	O
82	B-DeepLearning
patients	I-DeepLearning
by	O
surgery	O
[	O
11	O
]	O
.	O
AlexNet	B-DeepLearning
is	O
a	O
typical	O
deep	B-DeepLearning
learning	I-DeepLearning
model	I-DeepLearning
,	O
which	O
[	O
22	O
]	O
achieves	O
a	O
winning	O
top-5	O
test	B-DeepLearning
error	I-DeepLearning
rate	I-DeepLearning
of	O
15.3%	O
,	O
which	O
is	O
10.9%	O
lower	O
than	O
the	O
second	O
one	O
who	O
uses	O
SIFT	O
[	O
23	O
]	O
and	O
FVS	O
[	O
24	O
]	O
.	O
The	O
Breast	B-DeepLearning
Cancer	I-DeepLearning
Histopathological	I-DeepLearning
Image	I-DeepLearning
Classification	I-DeepLearning
BreakHis	I-DeepLearning
dataset	I-DeepLearning
composes	O
of	O
7909	B-DeepLearning
microscopic	I-DeepLearning
images	I-DeepLearning
of	O
breast	O
tumor	O
tissue	O
.	O
They	O
are	O
collected	O
from	O
82	B-DeepLearning
patients	I-DeepLearning
in	O
different	O
magnifying	O
factors	O
include	O
40×	O
,	O
100×	O
,	O
200×	O
,	O
and	O
400×.	O
.	O
The	O
BreakHis	B-DeepLearning
dataset	I-DeepLearning
contains	O
2480	B-DeepLearning
benign	I-DeepLearning
and	I-DeepLearning
5429	I-DeepLearning
malignant	I-DeepLearning
samples	I-DeepLearning
700	O
×	O
460	O
pixels	O
,	O
3-channel	O
RGB	O
,	O
8-bit	O
depth	O
in	O
each	O
channel	O
,	O
PNG	O
format	O
.	O
In	O
this	O
work	O
,	O
we	O
use	O
the	O
ResNet	B-DeepLearning
with	I-DeepLearning
50	I-DeepLearning
layers	I-DeepLearning
,	O
which	O
can	O
be	O
represented	O
by	O
ResNet-50	B-DeepLearning
.	O
Then	O
we	O
add	O
CBAM	B-DeepLearning
to	O
each	O
block	O
of	O
the	O
ResNet-50	B-DeepLearning
.	O
The	O
original	O
top	O
layer	B-DeepLearning
of	I-DeepLearning
ResNet-50	I-DeepLearning
is	I-DeepLearning
replaced	I-DeepLearning
by	I-DeepLearning
a	I-DeepLearning
global	I-DeepLearning
average-pooling	I-DeepLearning
layer	I-DeepLearning
.	O
A	O
dropout	B-DeepLearning
of	I-DeepLearning
0.3	I-DeepLearning
is	O
also	O
used	O
after	O
the	O
fully	B-DeepLearning
connected	I-DeepLearning
layer	I-DeepLearning
for	O
helping	O
reduce	O
overfitting	B-DeepLearning
.	O
The	O
loss	B-DeepLearning
is	I-DeepLearning
categorical	I-DeepLearning
cross-entropy	I-DeepLearning
and	O
the	O
optimizer	B-DeepLearning
is	O
Stochastic	B-DeepLearning
Gradient	I-DeepLearning
Descent	I-DeepLearning
SGD	B-DeepLearning
.	O
We	O
set	O
the	O
learning	B-DeepLearning
rate	I-DeepLearning
at	O
0001	O
.	O
We	O
pre-train	B-DeepLearning
our	O
model	O
on	O
the	O
ImageNet	B-DeepLearning
dataset	I-DeepLearning
,	O
and	O
then	O
fine-tune	B-DeepLearning
our	O
model	O
on	O
the	O
BreakHis	B-DeepLearning
dataset	I-DeepLearning
.	O
We	O
retrospectively	O
evaluate	O
our	O
model	O
on	O
the	O
data	O
of	O
142	B-DeepLearning
patients	I-DeepLearning
with	O
305	B-DeepLearning
lesions	I-DeepLearning
and	I-DeepLearning
70	I-DeepLearning
no-lesion	I-DeepLearning
volumes	O
,	O
and	O
it	O
significantly	O
outperforms	O
the	O
comparison	O
methods	O
with	O
the	O
sensitivity	O
of	O
92.1%	O
with	O
1.92	O
false	O
positives	O
per	O
volume	O
.	O
The	O
model	O
is	O
based	O
on	O
the	O
standard	O
UNet	B-DeepLearning
segmentation	I-DeepLearning
architecture	I-DeepLearning
with	O
a	O
down-sampling	O
and	O
upsampling	O
path	O
,	O
where	O
all	O
the	O
simply	O
stacked	O
convolutional	B-DeepLearning
layers	I-DeepLearning
are	O
replaced	O
with	O
residual	B-DeepLearning
blocks	I-DeepLearning
to	O
prevent	O
gradient	B-DeepLearning
vanishing	I-DeepLearning
.	O
We	O
combine	O
spatial	O
information	O
into	O
different	O
layers	O
of	O
UNet	B-DeepLearning
to	O
reduce	O
the	O
false	O
positive	O
rate	O
.	O
Finally	O
,	O
considering	O
the	O
blurred	O
boundaries	O
between	O
lesion	O
and	O
no-lesions	O
,	O
we	O
adopt	O
the	O
sub-hard	O
mining	O
strategy	O
in	O
loss	B-DeepLearning
function	I-DeepLearning
,	O
which	O
only	O
computes	O
the	O
loss	B-DeepLearning
of	O
the	O
specific	O
samples	O
to	O
update	O
the	O
parameter	B-DeepLearning
of	O
the	O
network	O
,	O
in	O
order	O
to	O
ensure	O
the	O
network	O
learn	O
correct	O
information	O
.	O
To	O
validate	O
the	O
effectiveness	O
of	O
the	O
proposed	O
framework	O
,	O
we	O
conduct	O
extensive	O
experiments	O
on	O
an	O
ABUS	B-DeepLearning
dataset	I-DeepLearning
of	O
142	B-DeepLearning
patients’	I-DeepLearning
images	I-DeepLearning
with	O
375	B-DeepLearning
volumes	I-DeepLearning
.	O
We	O
introduce	O
the	O
spatial	B-DeepLearning
information	I-DeepLearning
into	I-DeepLearning
different	I-DeepLearning
layers	I-DeepLearning
of	O
the	O
segmentation	O
network	O
,	O
which	O
significantly	O
reduce	B-DeepLearning
the	I-DeepLearning
false	I-DeepLearning
positive	I-DeepLearning
rate	I-DeepLearning
.	O
Our	O
method	O
is	O
based	O
on	O
UNet	B-DeepLearning
.	O
The	O
image	O
resolution	O
reduces	O
by	O
half	O
after	O
max	B-DeepLearning
pooling	I-DeepLearning
along	O
the	O
downsampling	B-DeepLearning
path	I-DeepLearning
,	O
while	O
the	O
resolution	O
doubles	O
via	O
deconvolution	B-DeepLearning
operation	I-DeepLearning
along	O
the	O
upsampling	B-DeepLearning
path	I-DeepLearning
.	O
Finally	O
,	O
a	O
softmax	B-DeepLearning
layer	I-DeepLearning
is	O
used	O
to	O
transform	O
the	O
result	O
into	O
a	O
two-class	O
problem	O
.	O
We	O
improve	O
UNet	B-DeepLearning
by	O
replacing	O
the	O
simply	O
stacked	O
convolutional	B-DeepLearning
layers	I-DeepLearning
with	O
residual	B-DeepLearning
blocks	I-DeepLearning
to	O
prevent	O
vanishing	B-DeepLearning
gradient	I-DeepLearning
.	O
Furthermore	O
,	O
the	O
attention	B-DeepLearning
skip	I-DeepLearning
connection	I-DeepLearning
is	O
included	O
to	O
make	O
the	O
model	O
pay	O
more	O
attention	O
to	O
useful	O
spatial	O
areas	O
and	O
improve	O
the	O
ability	O
of	O
localization	O
.	O
As	O
is	O
shown	O
in	O
Fig.	O
3	O
,	O
it	O
contains	O
two	O
3	B-DeepLearning
×	I-DeepLearning
3	I-DeepLearning
×	I-DeepLearning
3	I-DeepLearning
convolutional	I-DeepLearning
layers	I-DeepLearning
with	O
stride	B-DeepLearning
1	O
,	O
and	O
the	O
same	B-DeepLearning
padding	I-DeepLearning
is	O
used	O
to	O
ensure	O
the	O
output	O
has	O
the	O
same	O
size	O
with	O
the	O
input	O
.	O
The	O
reception	O
field	O
of	O
two	O
successive	O
3	B-DeepLearning
×	I-DeepLearning
3	I-DeepLearning
×	I-DeepLearning
3	I-DeepLearning
convolutional	I-DeepLearning
layers	I-DeepLearning
is	O
the	O
same	O
with	O
that	O
of	O
a	O
5×5×5	B-DeepLearning
convolutional	I-DeepLearning
layer	I-DeepLearning
but	O
with	O
fewer	O
parameters	B-DeepLearning
to	O
be	O
computed	O
.	O
Since	O
the	O
extreme	O
imbalance	O
between	O
normal	O
regions	O
and	O
lesion	B-DeepLearning
regions	O
,	O
the	O
model	B-DeepLearning
tends	I-DeepLearning
to	I-DeepLearning
predict	I-DeepLearning
most	I-DeepLearning
areas	I-DeepLearning
as	I-DeepLearning
normal	I-DeepLearning
regions	I-DeepLearning
.	O
To	O
normally	O
represent	O
the	O
actual	O
shape	O
and	O
size	O
of	O
lesions	B-DeepLearning
,	O
we	O
